#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 2014-10-14 to 2018-09-21
#
# Data for the following site(s) are contained in this file:
#
#	SCAN 2192: Eagle Lake, CA
# 
# Data items provided in this file:
#
# Element Name                   Value Type  Function Type  Function Duration  Base Data  Measurement Units    Sensor Depth  Element Code  Description                                              
# Air Temperature Maximum        Value       None           Day                N/A        Degrees fahrenheit   N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency  
# Air Temperature Minimum        Value       None           Day                N/A        Degrees fahrenheit   N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency  
# Precipitation Increment        Value       None           Day                N/A        Inches               N/A           PRCP          Total precipitation                                      
# Relative Humidity              Value       Mean           Day                Hourly     Percent              N/A           RHUM          Relative humidity                                        
# Wind Speed Maximum             Value       Max            Day                Hourly     Miles/hour           N/A           WSPDX         Maximum wind speed                                       
# Wind Speed Average             Value       Mean           Day                Hourly     Miles/hour           N/A           WSPDV         Average wind speed                                       
# Solar Radiation Average        Value       Mean           Day                Hourly     Watts/meter squared  N/A           SRADV         Average solar radiation                                  
# Solar Radiation/langley Total  Value       None           Day                N/A        Langleys             N/A           LRADT         Total solar radiation                                    
# Vapor Pressure - Partial       Value       Mean           Day                Hourly     Inches hg            N/A           PVPV          Partial vapor pressure                                   
# Vapor Pressure - Saturated     Value       Mean           Day                Hourly     Inches hg            N/A           SVPV          Saturated vapor pressure                                 
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -2            SMS           Percent volumetric soil moisture                         
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -4            SMS           Percent volumetric soil moisture                         
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -8            SMS           Percent volumetric soil moisture                         
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -20           SMS           Percent volumetric soil moisture                         
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -40           SMS           Percent volumetric soil moisture                         
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -2            STO           Observed soil temperature                                
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -4            STO           Observed soil temperature                                
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -8            STO           Observed soil temperature                                
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -20           STO           Observed soil temperature                                
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -40           STO           Observed soil temperature                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Eagle Lake (2192) 
# California  SCAN Site - 5134 ft
# Reporting Frequency: Daily; Date Range: 2014-10-14 to 2018-09-21
#
# As of: Sep 21, 2018 12:52:19 PM GMT-08:00
#
Date,Station Id,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment (in),Relative Humidity (pct) Mean of Hourly Values,Wind Speed Maximum (mph) Max of Hourly Values,Wind Speed Average (mph) Mean of Hourly Values,Solar Radiation Average (watt/m2) Mean of Hourly Values,Solar Radiation/langley Total (langley),Vapor Pressure - Partial (inch_Hg) Mean of Hourly Values,Vapor Pressure - Saturated (inch_Hg) Mean of Hourly Values,Soil Moisture Percent -2in (pct) Mean of Hourly Values,Soil Moisture Percent -4in (pct) Mean of Hourly Values,Soil Moisture Percent -8in (pct) Mean of Hourly Values,Soil Moisture Percent -20in (pct) Mean of Hourly Values,Soil Moisture Percent -40in (pct) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values
2014-11-14,2192,51,34,0.00,75,6.0,1.1,78.76,162.60,0.19,0.26,8.3,6.0,2.7,3.3,5.7,46,47,44,46,50
2014-11-15,2192,49,21,0.01,74,8.3,0.7,49.11,101.40,0.16,0.22,8.0,5.8,2.7,3.3,5.5,44,46,45,46,49
2014-11-16,2192,34,14,0.00,53,9.2,1.1,73.84,152.50,0.06,0.13,7.3,5.4,2.5,3.2,5.5,36,40,41,45,49
2014-11-17,2192,40,10,0.00,55,8.4,0.9,74.59,154.00,0.07,0.14,4.8,5.1,2.5,3.0,5.3,33,38,38,44,49
2014-11-18,2192,43,14,0.00,53,10.0,1.5,64.63,133.50,0.08,0.17,4.6,4.8,2.4,3.2,5.2,33,37,36,42,48
2014-11-19,2192,48,27,0.05,72,10.3,1.0,35.06,72.40,0.15,0.21,8.4,5.0,2.5,3.4,5.3,38,38,36,41,48
2014-11-20,2192,45,31,0.08,88,6.2,0.6,27.69,57.17,0.19,0.22,9.7,5.6,2.7,3.3,5.2,41,42,39,41,47
2014-11-21,2192,40,32,0.02,88,7.1,1.1,37.54,77.52,0.19,0.22,10.6,6.7,2.6,3.5,5.2,42,43,40,42,47
2014-11-22,2192,47,29,0.06,79,9.5,1.7,51.44,106.20,0.19,0.24,11.2,7.1,3.2,3.1,5.1,43,45,42,42,47
2014-11-23,2192,36,22,0.00,89,3.5,0.2,42.87,88.50,0.13,0.15,10.5,6.8,3.5,3.2,5.3,37,41,40,42,47
2014-11-24,2192,46,18,0.00,75,7.2,0.7,66.09,136.50,0.11,0.17,9.7,6.4,3.6,3.3,5.2,36,39,38,42,47
2014-11-25,2192,55,22,0.00,79,3.3,0.3,66.78,137.90,0.16,0.22,9.4,6.0,3.5,3.3,5.2,36,39,37,41,46
2014-11-26,2192,57,24,0.00,73,3.3,0.3,51.71,106.80,0.15,0.24,9.5,5.9,3.6,3.2,5.4,38,39,37,40,46
2014-11-27,2192,59,32,0.00,47,4.2,0.7,62.10,128.20,0.12,0.28,9.5,6.0,3.6,3.4,5.2,40,41,38,40,46
2014-11-28,2192,54,31,0.39,55,10.3,2.2,60.79,125.50,0.12,0.25,10.3,6.6,3.7,3.5,5.3,39,41,38,40,45
2014-11-29,2192,44,31,0.22,92,5.4,1.0,42.10,86.90,0.20,0.22,11.9,7.8,4.2,4.3,8.6,41,42,39,40,45
2014-11-30,2192,39,31,0.25,94,8.7,1.1,29.49,60.89,0.18,0.20,12.4,8.2,6.0,4.6,9.0,42,43,40,40,45
2014-12-01,2192,44,29,0.09,95,8.5,1.8,30.99,64.00,0.19,0.20,12.1,8.0,6.6,4.3,8.1,41,43,40,41,45
2014-12-02,2192,34,29,0.76,97,9.1,1.4,9.30,19.19,0.17,0.18,12.5,8.2,6.9,4.6,8.5,38,41,39,41,45
2014-12-03,2192,38,29,0.82,96,9.1,2.0,18.48,38.17,0.19,0.19,13.8,9.1,8.7,5.4,10.2,38,40,38,40,44
2014-12-04,2192,40,32,0.20,95,7.7,0.9,31.67,65.40,0.20,0.21,12.9,8.6,8.1,4.9,8.8,43,44,40,40,43
2014-12-05,2192,43,30,0.09,91,8.9,1.3,41.32,85.30,0.20,0.22,12.1,8.1,7.3,4.7,8.2,43,44,41,41,44
2014-12-06,2192,46,28,0.20,93,9.0,0.8,31.07,64.15,0.21,0.22,12.9,8.7,8.1,4.8,8.2,44,45,42,42,44
2014-12-07,2192,42,26,0.00,91,8.3,1.2,43.08,88.90,0.17,0.19,11.7,8.0,7.1,4.6,8.2,40,42,41,42,44
2014-12-08,2192,,,,82,7.6,1.8,39.78,,0.17,0.22,11.4,7.5,6.8,4.4,7.8,40,42,40,42,44
2014-12-09,2192,47,30,,,,,,47.11,0.20,0.23,11.1,7.5,6.2,4.3,7.4,43,43,40,42,44
2014-12-10,2192,,,,72,12.4,2.6,59.21,,0.19,0.24,11.2,7.4,6.0,4.2,7.1,42,43,40,42,44
2014-12-11,2192,,,,90,14.8,1.7,15.41,,0.19,0.21,13.3,8.8,7.9,4.8,8.4,42,44,41,42,44
2014-12-12,2192,36,27,,97,3.6,0.2,13.55,27.67,0.16,0.17,13.2,8.8,8.3,5.2,9.0,37,40,39,41,44
2014-12-13,2192,33,23,0.02,93,4.3,0.2,34.34,70.12,0.14,0.15,12.3,8.2,7.8,4.6,8.7,37,39,38,40,44
2014-12-14,2192,33,22,0.00,92,7.7,0.9,39.96,81.60,0.13,0.15,11.7,7.9,7.0,4.3,8.1,36,38,37,40,43
2014-12-15,2192,31,27,0.20,96,8.1,1.3,9.00,18.37,0.15,0.16,11.9,7.9,7.0,4.6,7.7,36,38,37,39,43
2014-12-16,2192,33,28,0.14,95,7.5,1.9,25.75,52.58,0.16,0.17,12.2,8.1,7.2,4.4,7.4,36,38,37,39,43
2014-12-17,2192,40,28,0.00,86,10.3,1.1,50.71,103.50,0.16,0.18,12.4,8.2,7.5,4.4,7.2,36,38,36,38,42
2014-12-18,2192,36,26,0.00,90,5.4,0.6,33.41,68.22,0.16,0.18,12.6,8.3,7.7,4.3,7.2,36,38,36,38,42
2014-12-19,2192,38,29,0.27,93,6.2,0.8,18.83,38.45,0.17,0.18,13.4,8.8,8.2,4.8,7.4,36,38,36,38,42
2014-12-20,2192,38,33,0.03,89,6.8,1.6,21.98,44.87,0.18,0.21,13.7,9.1,8.6,5.2,8.4,38,39,36,38,42
2014-12-21,2192,50,34,0.00,83,7.0,1.0,26.49,54.09,0.23,0.28,12.6,8.4,8.0,4.9,9.0,42,42,38,38,41
2014-12-22,2192,49,30,0.00,89,5.8,0.4,40.77,83.30,0.20,0.23,11.8,8.0,7.2,4.6,8.4,40,42,39,39,41
2014-12-23,2192,40,29,0.00,97,2.4,0.2,28.53,58.27,0.18,0.19,11.6,7.9,6.9,4.4,8.0,40,42,39,39,42
2014-12-24,2192,42,22,0.14,94,9.3,1.4,22.33,45.60,0.16,0.17,12.1,8.0,6.8,4.4,7.6,39,41,39,39,42
2014-12-25,2192,31,21,0.06,78,6.4,0.7,39.78,81.20,0.11,0.14,12.2,8.3,7.6,4.0,7.3,36,39,37,39,42
2014-12-26,2192,31,16,0.00,78,7.7,0.8,43.61,89.00,0.10,0.13,11.5,7.9,7.0,4.4,7.3,35,38,36,38,42
2014-12-27,2192,34,12,0.00,82,3.8,0.4,50.13,102.40,0.10,0.13,8.8,6.8,6.0,4.4,7.2,33,37,35,38,41
2014-12-28,2192,43,23,0.00,64,4.7,0.7,49.18,100.40,0.11,0.18,8.1,6.3,5.5,4.4,7.2,34,37,35,37,41
2014-12-29,2192,33,18,0.00,80,8.3,0.7,55.37,113.10,0.10,0.13,7.7,5.8,5.0,4.4,7.1,32,36,34,37,41
2014-12-30,2192,26,9,0.01,62,9.6,1.7,53.38,109.00,0.06,0.10,4.7,5.5,4.4,4.0,7.0,31,36,34,36,40
2014-12-31,2192,30,6,0.00,59,7.7,1.0,51.27,104.70,0.05,0.10,0.6,1.7,4.5,3.7,6.8,26,33,33,36,40
2015-01-01,2192,33,7,0.00,60,9.1,1.2,51.78,105.70,0.06,0.11,0.5,1.5,2.5,3.9,6.8,25,31,32,35,40
2015-01-02,2192,37,9,0.00,75,3.9,0.3,51.36,104.90,0.08,0.12,0.4,1.4,1.5,4.0,6.8,25,30,31,35,39
2015-01-03,2192,43,16,0.00,82,3.0,0.3,49.42,100.90,0.11,0.15,0.7,1.5,1.6,3.8,6.7,27,31,30,34,39
2015-01-04,2192,49,22,0.00,77,2.8,0.3,43.56,88.90,0.14,0.19,5.2,1.5,1.6,3.8,6.5,31,34,31,34,39
2015-01-05,2192,46,24,0.00,82,4.6,0.3,39.60,80.90,0.14,0.18,8.5,2.4,1.3,3.9,6.6,34,36,32,34,38
2015-01-06,2192,50,24,0.00,77,9.9,1.0,51.90,106.00,0.15,0.21,9.3,2.4,1.5,4.0,6.5,33,36,32,34,38
2015-01-07,2192,51,22,0.00,84,7.4,0.5,55.23,112.80,0.14,0.19,9.1,2.3,1.6,3.9,6.5,33,36,32,34,38
2015-01-08,2192,47,22,0.00,88,5.0,0.3,56.29,115.00,0.15,0.18,8.8,2.0,1.8,3.7,6.6,33,36,32,34,38
2015-01-09,2192,40,23,0.00,91,2.3,0.1,38.60,78.83,0.15,0.17,8.9,1.7,2.0,3.8,6.4,33,36,32,34,38
2015-01-10,2192,45,26,0.00,82,3.1,0.2,39.49,80.60,0.15,0.20,10.5,3.1,2.9,3.9,6.4,35,36,32,34,38
2015-01-11,2192,48,25,0.00,74,3.3,0.2,61.28,125.10,0.15,0.22,11.2,5.6,4.4,3.7,6.5,35,36,32,34,38
2015-01-12,2192,42,26,0.00,84,6.8,0.5,55.22,112.70,0.17,0.20,11.8,6.9,4.4,3.8,6.5,37,37,33,34,38
2015-01-13,2192,39,22,0.01,84,8.8,0.9,54.51,111.30,0.13,0.16,10.4,6.4,4.5,3.7,6.4,34,36,33,34,38
2015-01-14,2192,39,20,0.00,81,10.1,1.1,65.01,132.80,0.12,0.16,9.6,5.7,4.5,3.7,6.3,33,36,33,34,37
2015-01-15,2192,38,22,0.00,84,7.5,0.6,26.89,54.92,0.13,0.16,8.4,5.1,4.4,3.7,6.3,33,36,33,34,37
2015-01-16,2192,43,32,0.00,80,4.9,0.8,36.37,74.25,0.18,0.23,10.7,5.7,4.2,3.8,6.3,36,36,33,34,37
2015-01-17,2192,48,33,0.00,90,5.2,0.9,33.19,67.76,0.22,0.25,11.9,6.9,4.3,3.7,6.3,39,38,33,34,37
2015-01-18,2192,50,35,0.00,82,5.8,1.0,36.04,73.60,0.23,0.28,12.1,7.4,5.8,3.8,6.3,42,40,35,35,37
2015-01-19,2192,46,25,0.00,88,4.2,0.3,45.82,93.60,0.16,0.20,11.9,7.2,6.3,3.7,6.2,39,40,36,36,37
2015-01-20,2192,42,21,0.00,76,9.0,0.8,65.36,133.50,0.12,0.18,11.2,6.9,6.1,3.5,6.2,35,37,35,36,38
2015-01-21,2192,41,22,0.00,68,9.1,0.8,70.40,143.70,0.11,0.16,9.9,6.2,5.6,3.7,6.3,34,36,34,35,38
2015-01-22,2192,42,19,0.00,74,5.2,0.3,49.97,102.00,0.11,0.16,9.0,5.7,5.0,3.7,6.3,34,36,34,35,38
2015-01-23,2192,49,20,0.00,75,6.8,0.8,73.05,149.20,0.13,0.20,9.5,5.4,4.6,3.7,6.2,34,36,34,35,38
2015-01-24,2192,53,23,0.00,70,7.5,0.7,73.96,151.00,0.13,0.22,10.0,5.4,4.6,3.8,6.2,35,36,34,35,38
2015-01-25,2192,55,25,0.00,66,7.8,0.9,75.94,155.10,0.15,0.25,10.3,5.8,4.6,3.7,6.3,36,37,34,35,38
2015-01-26,2192,57,28,0.00,70,6.4,0.7,65.12,133.00,0.16,0.26,10.4,6.1,4.6,3.6,6.2,37,37,34,35,37
2015-01-27,2192,44,30,0.00,79,4.1,0.8,36.89,75.34,0.17,0.22,10.6,6.5,4.6,3.8,6.2,38,38,35,35,37
2015-01-28,2192,51,24,0.00,81,7.7,0.5,81.04,165.50,0.15,0.21,10.6,6.7,5.3,3.6,6.1,38,39,35,35,37
2015-01-29,2192,49,24,0.00,80,8.6,0.5,82.37,168.20,0.16,0.22,10.3,6.5,5.3,3.8,6.2,38,39,35,36,38
2015-01-30,2192,51,24,0.00,72,8.2,0.7,86.08,175.80,0.13,0.21,10.3,6.5,5.3,3.6,6.2,38,39,36,36,38
2015-01-31,2192,50,19,0.00,67,8.0,0.7,91.89,187.60,0.11,0.19,9.6,6.1,5.1,3.8,6.1,36,37,35,36,38
2015-02-01,2192,53,20,0.00,71,3.4,0.3,58.25,119.00,0.13,0.21,9.1,5.8,4.7,3.6,6.2,35,37,34,35,38
2015-02-02,2192,45,29,0.51,94,6.9,0.5,34.98,71.43,0.21,0.22,11.9,7.5,5.6,4.1,6.2,39,39,35,35,38
2015-02-03,2192,51,29,0.01,88,4.5,0.9,84.09,171.70,0.21,0.25,12.2,8.2,8.0,4.5,6.7,42,42,37,36,38
2015-02-04,2192,54,31,0.00,62,8.4,1.3,60.62,123.80,0.16,0.28,11.7,7.9,7.4,4.5,7.3,42,42,38,37,38
2015-02-05,2192,58,37,0.00,35,16.7,2.7,88.73,181.20,0.11,0.34,11.4,7.6,7.0,4.6,7.4,42,42,39,38,38
2015-02-06,2192,51,31,1.44,64,17.4,3.2,49.60,101.30,0.15,0.27,12.9,8.5,7.9,5.2,7.8,40,42,39,38,38
2015-02-07,2192,50,32,0.16,79,10.8,2.3,92.91,189.70,0.19,0.26,13.2,9.0,8.9,5.7,9.5,42,42,38,38,38
2015-02-08,2192,42,29,0.82,90,15.0,2.2,21.80,44.51,0.20,0.22,13.2,9.0,8.4,5.4,8.3,40,41,39,38,39
2015-02-09,2192,42,27,0.75,89,14.9,1.8,46.82,95.60,0.18,0.21,14.1,9.5,9.6,6.1,9.7,40,41,38,38,39
2015-02-10,2192,44,25,0.00,86,6.4,0.6,95.30,194.60,0.16,0.19,12.3,8.4,7.7,5.1,8.2,41,41,38,38,39
2015-02-11,2192,48,28,0.00,73,8.3,1.1,86.00,175.60,0.16,0.24,11.9,8.1,7.1,4.5,7.5,41,41,38,38,39
2015-02-12,2192,53,27,0.00,84,5.8,0.4,80.14,163.60,0.18,0.24,11.7,7.9,6.8,4.3,7.3,42,42,39,38,39
2015-02-13,2192,56,29,0.00,83,6.6,0.5,75.81,154.80,0.20,0.26,11.6,7.7,6.6,4.2,7.2,43,43,39,38,39
2015-02-14,2192,62,31,0.00,72,5.7,0.5,99.53,203.20,0.18,0.30,11.5,7.8,6.3,4.5,7.0,45,45,41,39,39
2015-02-15,2192,54,25,0.00,75,10.2,0.6,95.36,194.70,0.15,0.23,11.2,7.7,6.1,4.2,6.9,41,43,40,39,39
