#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Hourly
# Date Range: 2015-01-14 00:00 to 2019-01-24 20:00
#
# Data for the following site(s) are contained in this file:
#
#	SCAN 2225: Mark Twain HS, MO
# 
# Data items provided in this file:
#
# Element Name           Value Type  Function Type  Function Duration  Base Data  Measurement Units  Sensor Depth  Element Code  Description                       
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -2            SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -4            SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -8            SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -20           SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -40           SMS           Percent volumetric soil moisture  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Mark Twain Hs (2225) 
# Missouri  SCAN Site - 730 ft
# Reporting Frequency: Hourly; Date Range: 2015-01-14 00:00 to 2019-01-24 20:00
#
# As of: Jan 24, 2019 8:12:16 PM GMT-08:00
#
Date,Mark Twain HS (2225) Soil Moisture Percent -2in (pct),Mark Twain HS (2225) Soil Moisture Percent -4in (pct),Mark Twain HS (2225) Soil Moisture Percent -8in (pct),Mark Twain HS (2225) Soil Moisture Percent -20in (pct),Mark Twain HS (2225) Soil Moisture Percent -40in (pct)
2018-05-20 19:00,27.2,22.4,12.2,44.2,39.5
2018-05-20 20:00,27.2,22.4,12.2,44.2,39.5
2018-05-20 21:00,26.8,22.1,12.2,44.2,40.3
2018-05-20 22:00,27.8,22.3,12.2,44.2,40.3
2018-05-20 23:00,28.7,22.4,12.4,44.2,40.3
2018-05-21 00:00,28.9,23.1,12.2,44.2,40.1
2018-05-21 01:00,29.5,23.9,12.2,44.2,40.1
2018-05-21 02:00,29.5,24.5,12.2,45.0,40.1
2018-05-21 03:00,29.2,24.6,12.2,44.2,40.1
2018-05-21 04:00,29.2,24.8,12.2,45.0,40.1
2018-05-21 05:00,29.4,25.1,12.2,44.2,40.1
2018-05-21 06:00,31.7,25.7,12.2,44.9,40.1
2018-05-21 07:00,31.7,26.4,12.4,44.1,40.1
2018-05-21 08:00,31.5,26.8,12.0,44.9,39.6
2018-05-21 09:00,31.0,26.7,12.4,44.9,39.2
2018-05-21 10:00,31.0,26.6,12.2,44.6,39.7
2018-05-21 11:00,30.7,26.6,12.6,44.6,39.2
2018-05-21 12:00,30.5,26.6,12.4,43.4,40.4
2018-05-21 13:00,30.3,26.8,12.5,43.5,40.4
2018-05-21 14:00,30.2,26.6,12.0,44.1,39.7
2018-05-21 15:00,29.7,26.7,12.4,44.9,39.2
2018-05-21 16:00,29.4,26.4,12.4,43.9,39.2
2018-05-21 17:00,29.4,26.8,13.2,44.9,40.4
2018-05-21 18:00,29.0,26.4,13.1,44.9,40.4
2018-05-21 19:00,28.9,26.2,13.3,44.9,40.2
2018-05-21 20:00,28.7,26.3,13.4,44.9,40.2
2018-05-21 21:00,28.3,26.1,13.6,44.9,40.2
2018-05-21 22:00,28.0,25.8,13.8,44.9,40.2
2018-05-21 23:00,28.1,25.6,13.8,44.9,40.2
2018-05-22 00:00,27.7,25.9,13.9,44.9,40.2
2018-05-22 01:00,27.8,25.5,14.2,44.8,40.2
2018-05-22 02:00,27.5,25.6,14.0,44.9,40.2
2018-05-22 03:00,27.8,25.5,14.3,44.8,40.2
2018-05-22 04:00,27.6,25.3,14.1,44.8,40.2
2018-05-22 05:00,27.4,25.3,14.5,44.8,40.2
2018-05-22 06:00,27.7,25.1,14.4,44.8,40.2
2018-05-22 07:00,27.5,25.1,14.1,44.1,40.4
2018-05-22 08:00,27.3,24.4,14.4,45.2,40.4
2018-05-22 09:00,27.5,24.9,14.5,43.1,40.4
2018-05-22 10:00,27.5,25.0,14.4,43.4,42.0
2018-05-22 11:00,27.6,25.2,14.9,41.6,39.4
2018-05-22 12:00,27.9,25.3,14.7,43.8,39.9
2018-05-22 13:00,27.9,25.6,15.0,42.6,39.9
2018-05-22 14:00,27.9,26.0,15.0,44.8,40.7
2018-05-22 15:00,27.9,25.6,14.9,44.8,40.7
2018-05-22 16:00,27.6,25.9,14.9,44.4,40.4
2018-05-22 17:00,27.5,25.7,14.8,44.8,40.4
2018-05-22 18:00,27.2,25.5,15.1,44.8,40.4
2018-05-22 19:00,26.7,25.7,15.0,44.8,40.4
2018-05-22 20:00,26.6,25.5,15.0,44.8,39.5
2018-05-22 21:00,26.5,25.1,15.0,44.8,40.4
2018-05-22 22:00,26.3,25.3,15.0,44.8,40.4
2018-05-22 23:00,26.1,25.1,15.1,44.8,40.4
2018-05-23 00:00,26.2,25.1,15.1,44.7,40.4
2018-05-23 01:00,26.1,24.8,15.1,44.7,40.4
2018-05-23 02:00,25.9,24.9,15.1,44.7,40.4
2018-05-23 03:00,26.0,24.7,15.3,44.7,40.4
2018-05-23 04:00,25.7,24.7,15.1,44.7,40.4
2018-05-23 05:00,25.8,24.4,15.1,44.7,40.4
2018-05-23 06:00,25.6,24.5,15.2,44.7,40.1
2018-05-23 07:00,25.7,24.6,15.3,45.3,40.4
2018-05-23 08:00,25.6,24.5,14.9,43.7,40.7
2018-05-23 09:00,26.0,24.4,15.2,43.7,40.8
2018-05-23 10:00,26.0,24.1,15.1,44.6,40.0
2018-05-23 11:00,26.1,24.0,15.5,43.4,40.1
2018-05-23 12:00,26.2,24.3,15.3,44.7,40.5
2018-05-23 13:00,26.0,24.9,15.6,43.7,40.1
2018-05-23 14:00,26.3,25.0,15.7,44.7,40.1
2018-05-23 15:00,26.0,24.9,15.5,45.3,41.3
2018-05-23 16:00,26.2,25.1,15.7,44.7,40.1
2018-05-23 17:00,25.9,25.1,15.7,45.1,40.1
2018-05-23 18:00,25.8,24.9,15.9,45.1,41.3
2018-05-23 19:00,25.5,24.9,15.7,45.1,41.3
2018-05-23 20:00,25.5,24.6,15.7,45.1,41.3
2018-05-23 21:00,25.4,24.5,15.9,45.1,40.9
2018-05-23 22:00,25.3,24.6,15.7,45.1,40.9
2018-05-23 23:00,24.9,24.4,16.0,44.8,40.9
2018-05-24 00:00,25.1,24.4,16.0,44.8,40.9
2018-05-24 01:00,24.9,24.4,16.0,44.8,40.9
2018-05-24 02:00,25.0,24.2,16.2,45.1,40.9
2018-05-24 03:00,24.9,24.3,16.2,44.8,40.9
2018-05-24 04:00,24.6,24.1,16.3,45.1,40.9
2018-05-24 05:00,24.6,24.2,16.0,44.7,40.9
2018-05-24 06:00,24.8,24.2,15.7,44.7,40.9
2018-05-24 07:00,24.5,24.0,15.9,44.2,40.9
2018-05-24 08:00,24.5,23.5,15.9,44.3,40.9
2018-05-24 09:00,24.5,24.0,15.5,45.3,40.9
2018-05-24 10:00,24.9,23.2,15.7,43.3,40.1
2018-05-24 11:00,24.9,24.1,15.8,44.5,39.7
2018-05-24 12:00,25.0,23.7,16.2,43.5,40.9
2018-05-24 13:00,25.0,24.4,16.3,44.5,41.0
2018-05-24 14:00,25.3,24.3,16.2,45.0,40.9
2018-05-24 15:00,25.3,24.6,16.2,44.7,40.7
2018-05-24 16:00,25.0,24.5,16.4,45.5,40.7
2018-05-24 17:00,25.2,24.5,16.7,45.0,40.7
2018-05-24 18:00,24.5,24.5,16.7,44.7,41.5
2018-05-24 19:00,24.8,24.4,16.6,44.7,41.5
2018-05-24 20:00,24.6,24.5,16.6,44.7,41.5
2018-05-24 21:00,24.5,24.3,16.6,44.6,41.5
2018-05-24 22:00,24.4,24.4,16.6,44.6,41.5
2018-05-24 23:00,23.9,24.1,16.7,44.6,41.1
2018-05-25 00:00,24.0,24.0,16.7,44.6,41.1
2018-05-25 01:00,23.9,24.1,16.4,45.5,41.1
2018-05-25 02:00,24.0,23.5,16.1,45.5,41.1
2018-05-25 03:00,23.6,23.5,16.1,45.5,41.1
2018-05-25 04:00,23.7,23.6,16.2,45.5,41.1
2018-05-25 05:00,23.5,23.7,16.2,45.5,41.1
2018-05-25 06:00,23.6,23.8,16.2,47.4,41.1
2018-05-25 07:00,23.5,23.5,16.4,43.7,41.1
2018-05-25 08:00,23.8,23.4,16.4,43.8,41.1
2018-05-25 09:00,23.6,23.4,16.4,43.9,43.3
2018-05-25 10:00,23.9,23.7,16.4,45.6,41.1
2018-05-25 11:00,24.0,23.9,16.4,45.4,41.1
2018-05-25 12:00,23.7,23.8,16.2,45.3,40.8
2018-05-25 13:00,28.4,23.6,16.1,45.5,40.8
2018-05-25 14:00,27.7,23.7,16.4,45.2,40.8
2018-05-25 15:00,27.3,24.0,16.4,45.3,40.8
2018-05-25 16:00,27.0,24.0,16.4,45.3,40.8
2018-05-25 17:00,26.8,23.9,16.3,45.6,40.9
2018-05-25 18:00,26.7,23.9,16.6,45.3,40.9
2018-05-25 19:00,26.6,23.9,16.6,45.3,41.7
2018-05-25 20:00,26.1,24.0,16.6,45.3,40.9
2018-05-25 21:00,25.9,23.7,16.6,45.3,41.7
2018-05-25 22:00,25.8,23.8,16.6,45.3,41.7
2018-05-25 23:00,25.9,23.7,16.6,45.3,41.3
2018-05-26 00:00,25.6,23.6,16.6,45.3,41.3
2018-05-26 01:00,25.4,23.5,16.7,45.3,41.3
2018-05-26 02:00,25.3,23.7,16.4,45.3,41.3
2018-05-26 03:00,25.4,23.5,16.4,45.3,40.6
2018-05-26 04:00,25.5,23.5,16.4,45.3,41.3
2018-05-26 05:00,25.3,23.6,16.4,45.3,41.3
2018-05-26 06:00,25.3,23.2,16.5,45.3,41.3
2018-05-26 07:00,25.3,23.6,16.2,44.4,40.4
2018-05-26 08:00,25.3,23.3,16.2,43.2,40.4
2018-05-26 09:00,25.5,23.5,16.2,43.8,41.3
2018-05-26 10:00,25.6,23.5,16.2,44.7,41.2
2018-05-26 11:00,26.1,23.1,16.0,45.6,40.4
2018-05-26 12:00,25.7,23.9,16.4,45.2,41.8
2018-05-26 13:00,25.8,24.0,16.4,45.3,40.6
2018-05-26 14:00,25.9,23.9,16.4,45.6,41.0
2018-05-26 15:00,26.2,24.2,16.3,45.3,40.3
2018-05-26 16:00,25.9,24.4,16.8,45.3,40.3
2018-05-26 17:00,26.0,24.4,16.5,45.3,40.3
2018-05-26 18:00,25.8,24.3,16.7,45.3,40.3
2018-05-26 19:00,25.5,23.9,16.9,45.3,40.3
2018-05-26 20:00,25.4,24.1,16.9,45.3,40.3
2018-05-26 21:00,25.6,23.8,16.9,45.3,40.3
2018-05-26 22:00,25.2,24.0,16.7,45.3,40.3
2018-05-26 23:00,25.2,24.1,16.7,45.3,40.3
2018-05-27 00:00,25.0,23.7,16.7,45.2,40.0
2018-05-27 01:00,25.2,23.7,16.7,45.3,41.4
2018-05-27 02:00,24.7,23.8,16.5,45.5,41.4
2018-05-27 03:00,24.7,23.5,16.9,45.2,41.4
2018-05-27 04:00,24.7,23.5,16.5,45.8,41.4
2018-05-27 05:00,24.4,23.5,16.6,45.8,41.4
2018-05-27 06:00,24.5,23.2,16.6,45.1,40.7
2018-05-27 07:00,24.0,23.7,16.6,45.2,40.8
2018-05-27 08:00,24.5,23.1,16.4,43.2,41.4
2018-05-27 09:00,24.3,22.9,16.4,44.0,40.7
2018-05-27 10:00,24.4,23.6,16.6,43.9,42.0
2018-05-27 11:00,24.8,23.5,16.4,42.4,41.4
2018-05-27 12:00,25.1,23.4,16.9,46.0,40.7
2018-05-27 13:00,25.3,23.9,16.6,48.1,40.0
2018-05-27 14:00,25.1,24.1,16.9,45.8,41.4
2018-05-27 15:00,25.5,24.2,16.9,45.6,41.4
2018-05-27 16:00,25.0,24.2,17.0,45.8,41.4
2018-05-27 17:00,25.2,24.1,17.2,45.6,41.4
2018-05-27 18:00,24.9,24.2,17.2,45.6,41.4
2018-05-27 19:00,24.5,24.1,17.2,45.6,41.4
2018-05-27 20:00,24.7,24.2,17.1,45.6,40.9
2018-05-27 21:00,24.4,23.8,17.2,45.6,41.4
2018-05-27 22:00,24.1,23.8,17.2,45.7,40.9
2018-05-27 23:00,24.0,23.8,17.2,45.7,40.9
2018-05-28 00:00,23.9,23.6,17.2,45.7,40.9
2018-05-28 01:00,24.1,23.5,17.3,45.5,40.9
2018-05-28 02:00,23.7,23.6,17.3,45.5,40.9
2018-05-28 03:00,23.8,23.2,16.9,45.6,40.9
2018-05-28 04:00,23.7,23.3,16.9,45.4,41.0
2018-05-28 05:00,23.7,23.3,16.9,45.9,41.0
2018-05-28 06:00,23.3,23.4,17.1,45.3,41.7
2018-05-28 07:00,24.0,23.1,16.6,45.5,41.0
2018-05-28 08:00,23.6,23.3,17.4,44.9,41.4
2018-05-28 09:00,23.9,24.2,16.7,44.8,41.6
2018-05-28 10:00,24.0,23.2,17.3,44.1,41.7
2018-05-28 11:00,24.0,23.4,16.9,44.7,41.7
2018-05-28 12:00,24.1,23.6,16.7,44.4,41.0
2018-05-28 13:00,24.3,24.0,17.3,47.2,41.0
2018-05-28 14:00,24.1,23.8,17.0,45.8,40.6
2018-05-28 15:00,24.1,23.6,17.4,45.9,41.6
2018-05-28 16:00,24.1,23.6,17.3,45.9,41.6
2018-05-28 17:00,24.2,23.9,17.1,45.9,41.6
2018-05-28 18:00,23.9,24.1,17.5,45.9,41.6
2018-05-28 19:00,23.8,24.0,17.5,45.9,41.6
2018-05-28 20:00,23.4,23.9,17.5,45.9,41.6
2018-05-28 21:00,23.6,23.4,17.5,45.9,41.6
2018-05-28 22:00,23.3,23.5,17.5,45.9,41.6
2018-05-28 23:00,23.1,23.6,17.1,45.9,41.6
2018-05-29 00:00,23.1,23.5,17.1,45.9,41.6
2018-05-29 01:00,23.3,23.3,17.2,45.7,41.6
2018-05-29 02:00,22.8,23.4,17.2,45.7,41.6
2018-05-29 03:00,23.0,23.4,17.3,45.7,41.6
2018-05-29 04:00,22.7,23.0,17.2,45.7,41.6
2018-05-29 05:00,22.7,23.2,17.3,45.8,41.6
2018-05-29 06:00,22.4,23.2,16.9,45.8,41.6
2018-05-29 07:00,22.5,23.0,17.3,47.2,41.1
2018-05-29 08:00,22.7,23.0,17.0,44.2,40.6
2018-05-29 09:00,22.8,23.3,16.9,44.4,41.7
2018-05-29 10:00,22.8,23.2,17.1,45.5,41.1
2018-05-29 11:00,23.0,23.1,17.1,45.6,41.1
2018-05-29 12:00,22.9,22.6,16.9,44.3,41.7
2018-05-29 13:00,23.2,23.4,17.3,45.2,41.1
2018-05-29 14:00,22.9,23.2,17.2,45.0,41.1
2018-05-29 15:00,22.9,23.2,17.0,46.1,41.1
2018-05-29 16:00,23.1,23.5,17.1,45.8,42.2
2018-05-29 17:00,22.8,23.3,17.1,45.8,41.1
2018-05-29 18:00,22.8,23.3,17.7,45.8,40.8
2018-05-29 19:00,22.5,23.3,17.4,45.8,42.2
2018-05-29 20:00,22.7,23.4,17.4,45.8,42.2
2018-05-29 21:00,22.5,23.5,17.4,45.8,42.2
2018-05-29 22:00,22.6,23.3,17.2,45.8,42.2
2018-05-29 23:00,22.5,23.1,17.0,45.8,42.2
2018-05-30 00:00,22.2,23.2,17.0,45.6,42.2
2018-05-30 01:00,22.3,23.3,17.2,45.6,42.2
2018-05-30 02:00,21.9,23.0,17.2,45.6,42.2
2018-05-30 03:00,22.1,23.1,17.2,45.6,42.2
2018-05-30 04:00,22.0,23.2,17.3,45.6,42.2
2018-05-30 05:00,21.7,23.2,17.3,45.6,42.2
2018-05-30 06:00,22.0,22.8,17.3,44.3,42.2
2018-05-30 07:00,21.8,23.8,17.1,45.7,42.2
2018-05-30 08:00,21.8,22.9,17.4,44.3,40.8
2018-05-30 09:00,22.0,22.5,17.4,44.2,42.2
2018-05-30 10:00,21.8,22.8,17.3,45.6,41.3
2018-05-30 11:00,21.9,23.1,17.3,46.4,42.2
2018-05-30 12:00,22.5,23.0,17.3,45.7,41.8
2018-05-30 13:00,22.2,23.3,17.2,46.0,41.3
2018-05-30 14:00,22.4,23.2,17.0,45.3,41.8
2018-05-30 15:00,22.4,23.5,17.4,45.6,41.3
2018-05-30 16:00,22.6,23.5,17.4,46.6,41.3
2018-05-30 17:00,22.6,23.5,17.3,45.6,41.3
2018-05-30 18:00,22.0,23.4,17.3,45.6,41.3
2018-05-30 19:00,22.1,23.2,17.1,45.6,41.3
2018-05-30 20:00,21.8,23.4,17.3,45.6,41.3
2018-05-30 21:00,22.0,22.9,17.1,46.6,41.3
2018-05-30 22:00,21.8,23.2,17.3,45.6,41.3
2018-05-30 23:00,21.9,23.3,17.3,45.6,41.3
2018-05-31 00:00,21.7,22.9,17.3,46.2,41.0
2018-05-31 01:00,21.4,22.9,17.4,45.6,41.0
2018-05-31 02:00,21.6,23.0,17.4,46.6,41.9
2018-05-31 03:00,21.5,22.8,17.5,46.6,41.9
2018-05-31 04:00,21.3,22.6,17.0,45.7,41.9
2018-05-31 05:00,21.5,22.6,17.6,46.6,41.9
2018-05-31 06:00,21.5,22.8,17.1,46.5,41.9
2018-05-31 07:00,21.0,22.8,17.1,46.5,41.9
2018-05-31 08:00,21.0,22.4,17.3,46.5,41.9
2018-05-31 09:00,21.5,22.7,17.0,47.1,41.9
2018-05-31 10:00,21.5,22.6,17.0,46.6,41.9
2018-05-31 11:00,21.2,22.6,17.3,45.5,41.9
2018-05-31 12:00,21.2,22.6,17.3,46.5,41.9
2018-05-31 13:00,21.2,22.9,17.3,46.6,41.9
2018-05-31 14:00,21.2,22.4,17.3,46.2,41.9
2018-05-31 15:00,21.3,22.5,17.3,47.1,41.9
2018-05-31 16:00,21.2,22.8,17.3,46.6,41.9
2018-05-31 17:00,21.2,22.9,17.1,46.4,41.9
2018-05-31 18:00,21.5,23.1,17.6,46.6,41.6
2018-05-31 19:00,20.9,22.9,17.0,46.6,41.6
2018-05-31 20:00,21.2,22.7,17.5,46.6,41.6
2018-05-31 21:00,21.2,22.8,17.5,45.5,41.6
2018-05-31 22:00,21.2,22.4,17.6,46.6,41.1
2018-05-31 23:00,21.0,22.7,17.1,46.6,41.6
2018-06-01 00:00,21.2,22.3,17.1,47.1,41.1
2018-06-01 01:00,20.6,22.5,17.3,46.6,41.1
2018-06-01 02:00,20.9,22.6,17.3,46.4,41.1
2018-06-01 03:00,21.2,22.6,17.2,46.4,41.1
2018-06-01 04:00,20.7,22.4,17.1,46.6,41.1
2018-06-01 05:00,20.5,22.3,17.1,45.5,41.1
2018-06-01 06:00,20.5,23.3,17.2,45.9,41.1
2018-06-01 07:00,20.8,21.4,16.9,43.8,41.1
2018-06-01 08:00,20.3,21.6,16.9,46.9,41.1
2018-06-01 09:00,21.1,22.5,17.1,45.9,41.7
2018-06-01 10:00,21.1,22.3,16.9,44.1,41.1
2018-06-01 11:00,21.0,22.5,17.2,45.1,41.1
2018-06-01 12:00,21.0,22.3,17.0,44.0,41.6
2018-06-01 13:00,21.6,22.9,16.9,45.6,42.6
2018-06-01 14:00,21.3,22.8,17.5,46.4,41.1
2018-06-01 15:00,21.4,22.9,17.4,46.4,42.6
2018-06-01 16:00,21.4,22.8,17.6,46.6,42.6
2018-06-01 17:00,21.6,23.3,17.4,46.4,42.6
2018-06-01 18:00,21.1,23.3,17.3,46.6,42.6
2018-06-01 19:00,21.4,22.8,17.3,46.4,42.6
2018-06-01 20:00,20.8,23.0,17.5,46.4,42.6
2018-06-01 21:00,21.2,22.4,17.5,46.4,42.6
2018-06-01 22:00,20.9,22.7,17.3,46.4,42.6
2018-06-01 23:00,20.7,22.3,17.3,46.4,42.6
2018-06-02 00:00,20.5,22.3,17.4,46.5,42.6
2018-06-02 01:00,20.6,22.5,17.4,46.2,42.6
2018-06-02 02:00,20.4,22.6,17.6,46.2,42.6
