#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Hourly
# Date Range: 2015-01-14 00:00 to 2019-01-24 20:00
#
# Data for the following site(s) are contained in this file:
#
#	SCAN 2227: Shaw Nature Reserve, MO
# 
# Data items provided in this file:
#
# Element Name           Value Type  Function Type  Function Duration  Base Data  Measurement Units  Sensor Depth  Element Code  Description                       
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -2            SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -4            SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -8            SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -20           SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -40           SMS           Percent volumetric soil moisture  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Shaw Nature Reserve (2227) 
# Missouri  SCAN Site - 590 ft
# Reporting Frequency: Hourly; Date Range: 2015-01-14 00:00 to 2019-01-24 20:00
#
# As of: Jan 24, 2019 8:12:48 PM GMT-08:00
#
Date,Shaw Nature Reserve (2227) Soil Moisture Percent -2in (pct),Shaw Nature Reserve (2227) Soil Moisture Percent -4in (pct),Shaw Nature Reserve (2227) Soil Moisture Percent -8in (pct),Shaw Nature Reserve (2227) Soil Moisture Percent -20in (pct),Shaw Nature Reserve (2227) Soil Moisture Percent -40in (pct)
2018-05-22 15:00,34.4,36.7,36.7,41.5,53.1
2018-05-22 16:00,33.9,37.0,36.4,41.2,52.7
2018-05-22 17:00,33.7,36.6,36.8,41.6,53.5
2018-05-22 18:00,33.7,36.7,36.8,41.3,53.5
2018-05-22 19:00,33.7,36.7,36.8,41.3,53.5
2018-05-22 20:00,33.8,36.5,36.5,40.8,53.2
2018-05-22 21:00,33.5,36.9,36.5,41.0,53.2
2018-05-22 22:00,33.6,35.6,36.5,41.0,53.6
2018-05-22 23:00,33.6,36.6,36.3,41.0,53.6
2018-05-23 00:00,33.6,35.3,36.3,41.0,53.6
2018-05-23 01:00,33.5,35.0,36.3,41.0,53.6
2018-05-23 02:00,33.5,35.4,36.3,41.0,53.2
2018-05-23 03:00,33.3,35.6,36.3,41.1,53.2
2018-05-23 04:00,33.2,35.6,36.3,40.5,53.2
2018-05-23 05:00,33.1,35.2,36.3,40.5,53.6
2018-05-23 06:00,33.3,35.0,36.3,40.5,53.2
2018-05-23 07:00,33.4,36.2,36.3,40.5,53.6
2018-05-23 08:00,33.1,35.3,36.3,40.6,53.2
2018-05-23 09:00,33.2,35.4,36.1,40.5,52.8
2018-05-23 10:00,33.2,35.2,36.0,40.2,52.4
2018-05-23 11:00,33.3,35.1,36.0,40.4,52.6
2018-05-23 12:00,33.3,35.1,36.0,40.0,53.4
2018-05-23 13:00,34.2,36.2,36.7,40.5,52.4
2018-05-23 14:00,33.9,36.4,35.9,40.5,52.5
2018-05-23 15:00,34.0,34.9,36.2,40.4,53.2
2018-05-23 16:00,33.6,35.0,36.1,40.5,52.5
2018-05-23 17:00,33.7,35.1,35.8,40.5,53.4
2018-05-23 18:00,33.7,35.1,36.0,40.3,53.2
2018-05-23 19:00,33.7,35.0,36.1,40.5,53.2
2018-05-23 20:00,33.2,34.7,36.1,40.4,53.2
2018-05-23 21:00,33.1,34.6,35.9,40.2,53.2
2018-05-23 22:00,32.2,34.7,36.0,40.5,53.2
2018-05-23 23:00,31.9,34.5,36.0,40.4,53.2
2018-05-24 00:00,31.9,35.5,36.0,40.4,53.2
2018-05-24 01:00,31.9,36.1,36.0,40.4,53.2
2018-05-24 02:00,31.8,35.9,35.7,40.4,53.2
2018-05-24 03:00,31.7,34.3,35.6,40.5,53.2
2018-05-24 04:00,31.7,35.7,35.7,40.5,53.2
2018-05-24 05:00,31.7,35.3,35.7,40.5,52.6
2018-05-24 06:00,31.5,35.8,35.5,40.5,53.6
2018-05-24 07:00,31.9,35.4,35.5,40.5,53.6
2018-05-24 08:00,32.0,34.3,35.5,40.5,54.2
2018-05-24 09:00,31.8,34.3,35.5,40.5,54.1
2018-05-24 10:00,31.7,35.5,35.4,40.3,53.1
2018-05-24 11:00,31.9,34.4,35.7,40.3,55.1
2018-05-24 12:00,32.9,35.0,35.5,39.9,53.8
2018-05-24 13:00,32.1,35.2,35.4,40.3,53.4
2018-05-24 14:00,32.1,34.1,35.3,40.3,53.7
2018-05-24 15:00,32.2,35.3,35.3,40.4,53.3
2018-05-24 16:00,31.9,34.3,35.5,39.9,53.7
2018-05-24 17:00,31.7,35.3,35.5,40.1,54.4
2018-05-24 18:00,31.5,35.2,35.5,40.3,53.8
2018-05-24 19:00,31.7,35.8,35.6,40.6,54.2
2018-05-24 20:00,32.1,35.4,35.4,40.5,54.2
2018-05-24 21:00,31.5,33.9,35.4,40.5,54.2
2018-05-24 22:00,31.5,34.3,35.4,40.5,54.2
2018-05-24 23:00,30.9,34.0,35.4,40.5,54.2
2018-05-25 00:00,30.9,34.0,35.4,40.5,54.2
2018-05-25 01:00,30.9,34.0,35.4,40.5,54.2
2018-05-25 02:00,31.1,34.0,35.1,40.5,54.5
2018-05-25 03:00,30.8,35.1,35.2,40.5,54.2
2018-05-25 04:00,30.7,33.8,35.1,40.5,54.2
2018-05-25 05:00,30.8,35.3,35.1,40.5,54.8
2018-05-25 06:00,30.8,35.1,35.1,40.9,54.8
2018-05-25 07:00,30.8,35.1,35.0,40.9,54.8
2018-05-25 08:00,30.8,34.4,35.0,40.9,54.5
2018-05-25 09:00,30.8,35.4,35.1,40.5,53.2
2018-05-25 10:00,30.9,34.7,34.5,40.9,51.8
2018-05-25 11:00,31.0,33.6,35.2,40.9,51.4
2018-05-25 12:00,30.8,35.0,35.0,40.5,51.7
2018-05-25 13:00,30.9,35.6,35.0,40.9,51.7
2018-05-25 14:00,30.7,35.1,35.0,40.0,50.7
2018-05-25 15:00,30.8,33.5,34.8,40.0,51.2
2018-05-25 16:00,30.6,35.1,35.8,40.1,49.7
2018-05-25 17:00,30.9,33.6,34.8,40.1,50.3
2018-05-25 18:00,30.6,34.8,34.7,40.9,50.4
2018-05-25 19:00,30.6,34.9,34.9,40.5,50.4
2018-05-25 20:00,30.4,33.5,34.9,40.3,50.0
2018-05-25 21:00,30.4,35.5,34.9,40.7,50.0
2018-05-25 22:00,30.2,34.7,34.9,40.7,49.5
2018-05-25 23:00,30.5,34.7,34.6,40.7,49.1
2018-05-26 00:00,30.5,34.5,34.7,40.7,49.1
2018-05-26 01:00,30.1,33.3,34.7,40.7,49.1
2018-05-26 02:00,30.0,33.9,34.7,40.7,49.1
2018-05-26 03:00,30.1,33.7,34.6,40.7,49.1
2018-05-26 04:00,30.0,33.6,34.7,40.6,47.9
2018-05-26 05:00,30.1,33.3,34.7,40.6,47.9
2018-05-26 06:00,30.1,34.6,34.7,40.6,47.4
2018-05-26 07:00,30.1,34.5,34.3,40.6,47.4
2018-05-26 08:00,30.1,33.2,34.3,40.6,47.3
2018-05-26 09:00,30.2,33.2,34.4,40.6,47.2
2018-05-26 10:00,30.1,33.0,34.3,40.0,46.5
2018-05-26 11:00,31.3,33.1,34.4,40.4,47.6
2018-05-26 12:00,31.4,34.4,34.0,40.3,45.9
2018-05-26 13:00,30.4,32.9,34.4,40.6,46.1
2018-05-26 14:00,30.2,33.1,35.1,40.2,45.3
2018-05-26 15:00,30.2,34.7,34.2,40.3,46.0
2018-05-26 16:00,30.4,32.8,34.4,40.3,45.8
2018-05-26 17:00,30.2,34.4,34.6,40.6,45.6
2018-05-26 18:00,30.2,34.6,34.4,40.6,46.0
2018-05-26 19:00,30.3,34.1,34.6,40.6,46.4
2018-05-26 20:00,30.2,33.7,34.6,40.6,46.0
2018-05-26 21:00,29.6,34.0,34.4,40.6,46.4
2018-05-26 22:00,29.6,32.6,34.4,40.6,45.7
2018-05-26 23:00,29.7,33.6,34.3,41.1,45.7
2018-05-27 00:00,29.5,33.7,34.3,40.6,45.9
2018-05-27 01:00,29.6,33.9,34.4,41.0,45.5
2018-05-27 02:00,29.3,33.7,34.4,41.0,45.5
2018-05-27 03:00,29.4,33.3,34.4,41.0,44.8
2018-05-27 04:00,29.4,33.3,34.4,41.0,45.2
2018-05-27 05:00,29.4,32.4,34.4,41.0,44.3
2018-05-27 06:00,29.0,33.9,34.0,41.0,44.4
2018-05-27 07:00,29.3,33.3,34.0,41.0,44.4
2018-05-27 08:00,29.3,32.3,34.0,40.9,44.3
2018-05-27 09:00,29.1,34.2,33.7,41.0,44.3
2018-05-27 10:00,29.4,33.7,34.1,40.6,44.7
2018-05-27 11:00,29.3,33.4,34.1,40.8,44.1
2018-05-27 12:00,29.2,33.4,33.7,40.8,44.5
2018-05-27 13:00,29.3,33.2,34.1,40.6,43.5
2018-05-27 14:00,29.3,33.8,33.7,40.8,44.1
2018-05-27 15:00,29.3,33.5,33.9,40.8,44.0
2018-05-27 16:00,29.2,33.7,33.9,40.8,45.3
2018-05-27 17:00,29.3,33.5,34.1,41.0,44.9
2018-05-27 18:00,29.0,33.4,34.1,41.0,44.9
2018-05-27 19:00,28.9,32.2,34.1,40.9,44.9
2018-05-27 20:00,28.9,32.3,34.1,40.9,44.9
2018-05-27 21:00,28.7,32.3,33.9,40.9,44.9
2018-05-27 22:00,28.8,33.4,33.8,40.9,44.1
2018-05-27 23:00,28.7,32.1,33.8,40.9,44.3
2018-05-28 00:00,28.6,33.3,33.8,40.9,44.3
2018-05-28 01:00,28.6,32.0,33.8,40.9,44.3
2018-05-28 02:00,28.7,32.9,33.8,40.9,44.3
2018-05-28 03:00,28.4,31.9,33.8,40.9,45.0
2018-05-28 04:00,28.5,31.7,33.8,40.8,44.3
2018-05-28 05:00,28.4,31.7,33.8,40.8,44.3
2018-05-28 06:00,28.3,31.7,33.8,40.8,44.6
2018-05-28 07:00,28.3,31.8,33.8,40.8,44.6
2018-05-28 08:00,28.3,31.8,33.8,40.8,44.6
2018-05-28 09:00,28.3,31.8,33.6,40.8,44.6
2018-05-28 10:00,28.6,31.6,33.4,41.2,44.0
2018-05-28 11:00,28.6,31.6,33.6,39.9,44.8
2018-05-28 12:00,28.3,31.7,33.4,40.4,43.9
2018-05-28 13:00,28.6,33.3,33.5,40.9,43.4
2018-05-28 14:00,28.6,33.2,34.2,41.2,44.3
2018-05-28 15:00,28.3,32.1,33.7,40.8,44.5
2018-05-28 16:00,28.5,31.8,33.2,40.3,44.5
2018-05-28 17:00,28.1,31.9,34.4,40.8,44.6
2018-05-28 18:00,28.1,31.7,33.7,40.9,44.4
2018-05-28 19:00,27.9,31.4,33.7,40.8,44.6
2018-05-28 20:00,27.8,31.4,33.5,40.8,44.6
2018-05-28 21:00,27.8,32.7,33.5,40.8,44.4
2018-05-28 22:00,27.6,32.5,33.5,41.5,44.3
2018-05-28 23:00,27.7,32.5,33.5,40.7,44.6
2018-05-29 00:00,27.5,32.2,33.5,40.7,44.4
2018-05-29 01:00,27.6,33.2,33.3,40.7,44.4
2018-05-29 02:00,27.5,32.0,33.3,41.4,44.4
2018-05-29 03:00,27.4,31.8,33.3,41.4,44.4
2018-05-29 04:00,27.2,32.0,33.3,40.7,44.4
2018-05-29 05:00,27.2,32.0,33.3,41.4,44.4
2018-05-29 06:00,27.3,31.9,33.3,41.4,44.4
2018-05-29 07:00,27.3,31.9,33.0,41.4,44.4
2018-05-29 08:00,27.0,32.6,33.3,41.4,44.4
2018-05-29 09:00,27.3,32.2,33.2,40.8,44.8
2018-05-29 10:00,27.3,31.7,33.0,41.4,44.5
2018-05-29 11:00,27.4,31.8,32.9,41.4,44.6
2018-05-29 12:00,27.0,32.2,32.9,41.4,44.6
2018-05-29 13:00,27.3,30.1,32.8,40.7,44.5
2018-05-29 14:00,27.0,32.1,33.1,40.7,44.1
2018-05-29 15:00,27.1,31.8,32.8,40.7,44.5
2018-05-29 16:00,27.0,30.4,33.1,40.7,44.5
2018-05-29 17:00,27.3,31.7,32.8,40.7,44.5
2018-05-29 18:00,26.9,32.1,32.8,41.4,44.6
2018-05-29 19:00,26.9,30.3,32.8,40.7,44.5
2018-05-29 20:00,26.8,31.8,32.8,40.7,44.6
2018-05-29 21:00,26.5,31.3,33.1,40.7,44.5
2018-05-29 22:00,26.6,31.2,33.1,40.7,44.6
2018-05-29 23:00,26.4,31.5,32.8,41.4,44.5
2018-05-30 00:00,26.5,31.8,32.8,41.4,44.5
2018-05-30 01:00,26.5,30.0,32.8,40.7,44.5
2018-05-30 02:00,26.6,30.0,32.8,40.7,44.5
2018-05-30 03:00,26.6,30.1,32.8,40.7,44.6
2018-05-30 04:00,26.6,29.8,32.6,40.7,44.6
2018-05-30 05:00,26.6,29.7,32.7,41.4,44.5
2018-05-30 06:00,26.5,29.8,32.6,40.7,44.5
2018-05-30 07:00,26.6,29.8,32.6,40.7,44.5
2018-05-30 08:00,26.6,29.8,32.6,41.4,44.5
2018-05-30 09:00,26.4,29.8,32.7,40.7,44.4
2018-05-30 10:00,26.6,29.8,32.5,41.0,44.1
2018-05-30 11:00,26.4,29.8,32.1,41.0,44.1
2018-05-30 12:00,26.6,29.7,32.5,41.0,43.7
2018-05-30 13:00,26.6,30.0,32.6,41.1,43.7
2018-05-30 14:00,26.5,29.4,32.8,40.6,44.5
2018-05-30 15:00,26.4,29.0,32.6,40.0,43.7
2018-05-30 16:00,26.4,29.2,32.4,40.9,45.1
2018-05-30 17:00,26.6,29.4,32.8,40.7,44.1
2018-05-30 18:00,26.3,31.2,32.8,40.7,44.6
2018-05-30 19:00,26.0,30.0,32.5,40.7,44.6
2018-05-30 20:00,26.2,30.3,32.5,40.7,44.6
2018-05-30 21:00,25.8,28.9,32.8,40.7,44.2
2018-05-30 22:00,25.7,28.9,32.5,40.7,44.2
2018-05-30 23:00,25.5,28.6,32.5,40.7,43.9
2018-05-31 00:00,25.9,28.6,32.5,40.7,44.2
2018-05-31 01:00,25.8,28.7,32.6,40.7,43.9
2018-05-31 02:00,25.5,28.5,32.6,40.7,44.1
2018-05-31 03:00,25.5,28.4,32.6,40.7,43.9
2018-05-31 04:00,25.5,30.1,32.2,40.7,44.1
2018-05-31 05:00,25.6,30.0,32.0,40.7,44.2
2018-05-31 06:00,25.4,30.1,32.2,41.4,44.2
2018-05-31 07:00,25.5,30.3,32.1,40.7,44.2
2018-05-31 08:00,25.5,30.3,32.1,40.7,44.2
2018-05-31 09:00,25.2,30.2,32.1,40.7,44.2
2018-05-31 10:00,25.5,29.0,32.5,40.7,43.1
2018-05-31 11:00,25.6,29.2,32.2,41.0,43.9
2018-05-31 12:00,25.5,29.2,32.3,40.5,43.3
2018-05-31 13:00,25.6,28.9,32.1,41.0,43.3
2018-05-31 14:00,25.5,29.1,32.1,40.7,43.9
2018-05-31 15:00,25.8,29.3,32.0,40.7,43.9
2018-05-31 16:00,25.4,31.2,32.1,41.4,43.4
2018-05-31 17:00,25.6,31.1,32.1,40.7,43.9
2018-05-31 18:00,25.6,30.3,32.1,40.7,43.9
2018-05-31 19:00,25.6,28.9,32.1,40.7,43.9
2018-05-31 20:00,25.4,29.0,32.1,40.7,43.9
2018-05-31 21:00,25.4,28.7,32.1,40.7,43.9
2018-05-31 22:00,25.4,29.0,32.1,40.7,43.9
2018-05-31 23:00,25.2,28.8,32.1,40.7,43.9
2018-06-01 00:00,25.3,28.7,32.1,40.7,43.9
2018-06-01 01:00,25.3,28.8,32.1,40.7,43.9
