#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Hourly
# Date Range: 2015-01-14 00:00 to 2019-01-24 20:00
#
# Data for the following site(s) are contained in this file:
#
#	SCAN 2226: Twin Pines Conservation Area, MO
# 
# Data items provided in this file:
#
# Element Name           Value Type  Function Type  Function Duration  Base Data  Measurement Units  Sensor Depth  Element Code  Description                       
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -2            SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -4            SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -8            SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -20           SMS           Percent volumetric soil moisture  
# Soil Moisture Percent  Value       None           Instantaneous      N/A        Percent            -40           SMS           Percent volumetric soil moisture  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Twin Pines Conservation Area (2226) 
# Missouri  SCAN Site - 960 ft
# Reporting Frequency: Hourly; Date Range: 2015-01-14 00:00 to 2019-01-24 20:00
#
# As of: Jan 24, 2019 8:13:00 PM GMT-08:00
#
Date,Twin Pines Conservation Area (2226) Soil Moisture Percent -2in (pct),Twin Pines Conservation Area (2226) Soil Moisture Percent -4in (pct),Twin Pines Conservation Area (2226) Soil Moisture Percent -8in (pct),Twin Pines Conservation Area (2226) Soil Moisture Percent -20in (pct),Twin Pines Conservation Area (2226) Soil Moisture Percent -40in (pct)
2018-05-24 05:00,15.9,21.4,19.6,10.7,14.9
2018-05-24 06:00,15.9,21.7,19.6,10.6,15.0
2018-05-24 07:00,15.9,21.6,19.5,10.5,15.0
2018-05-24 08:00,15.9,21.6,19.5,10.7,15.0
2018-05-24 09:00,15.9,21.7,19.5,10.7,15.2
2018-05-24 10:00,16.1,21.6,19.5,10.7,15.0
2018-05-24 11:00,15.8,21.4,19.5,10.5,15.3
2018-05-24 12:00,16.1,21.5,19.6,10.7,15.0
2018-05-24 13:00,15.9,21.4,19.6,10.7,15.2
2018-05-24 14:00,16.0,21.4,19.6,10.7,15.2
2018-05-24 15:00,16.1,21.4,19.7,10.7,15.3
2018-05-24 16:00,15.9,21.4,19.4,10.7,15.3
2018-05-24 17:00,15.8,21.6,19.5,10.7,15.0
2018-05-24 18:00,16.0,21.6,19.4,10.5,15.0
2018-05-24 19:00,15.9,21.6,19.6,10.5,15.0
2018-05-24 20:00,15.9,21.6,19.6,10.5,15.0
2018-05-24 21:00,15.9,21.5,19.6,10.5,15.0
2018-05-24 22:00,15.8,21.4,19.6,10.5,15.1
2018-05-24 23:00,15.8,21.6,19.6,10.5,15.1
2018-05-25 00:00,16.0,21.6,19.6,10.5,15.0
2018-05-25 01:00,16.0,21.6,19.6,10.5,14.7
2018-05-25 02:00,15.9,21.6,19.6,10.8,14.7
2018-05-25 03:00,15.9,21.6,19.6,10.5,14.7
2018-05-25 04:00,15.9,21.6,19.5,10.5,14.7
2018-05-25 05:00,15.9,21.4,19.5,10.5,14.7
2018-05-25 06:00,15.9,21.4,19.3,10.3,14.7
2018-05-25 07:00,15.9,21.4,19.4,10.5,14.7
2018-05-25 08:00,16.0,21.4,19.3,10.0,15.1
2018-05-25 09:00,15.6,21.4,19.3,10.0,15.1
2018-05-25 10:00,15.8,21.6,19.3,10.5,15.1
2018-05-25 11:00,15.8,21.6,19.4,10.2,14.7
2018-05-25 12:00,15.8,21.4,19.5,10.5,14.8
2018-05-25 13:00,15.8,21.5,19.5,10.2,14.8
2018-05-25 14:00,16.1,21.4,19.3,10.2,14.8
2018-05-25 15:00,15.8,21.4,19.3,10.5,14.8
2018-05-25 16:00,15.6,21.6,19.3,10.5,14.8
2018-05-25 17:00,15.9,21.7,19.3,10.5,14.8
2018-05-25 18:00,15.8,21.9,19.3,10.5,14.9
2018-05-25 19:00,15.6,21.8,19.3,10.5,14.9
2018-05-25 20:00,15.7,21.7,19.3,10.5,14.9
2018-05-25 21:00,15.8,22.0,19.3,10.5,14.9
2018-05-25 22:00,15.8,22.0,19.3,10.5,14.5
2018-05-25 23:00,15.8,22.0,19.5,10.5,14.5
2018-05-26 00:00,15.8,21.9,19.5,10.5,14.5
2018-05-26 01:00,15.8,22.0,19.5,10.5,14.8
2018-05-26 02:00,15.8,22.0,19.5,10.5,14.8
2018-05-26 03:00,15.6,21.9,19.5,10.5,14.8
2018-05-26 04:00,15.6,21.9,19.5,10.5,14.8
2018-05-26 05:00,16.0,22.2,19.5,10.6,14.8
2018-05-26 06:00,16.0,22.2,19.5,10.6,14.5
2018-05-26 07:00,15.6,22.0,19.5,10.6,14.6
2018-05-26 08:00,15.6,22.1,19.7,10.6,14.6
2018-05-26 09:00,15.6,22.2,19.6,10.3,14.6
2018-05-26 10:00,15.7,22.1,19.6,10.5,14.0
2018-05-26 11:00,15.8,22.2,20.2,10.3,13.9
2018-05-26 12:00,15.8,22.1,19.6,10.3,14.4
2018-05-26 13:00,15.8,22.1,19.8,10.0,14.3
2018-05-26 14:00,16.0,21.9,19.8,10.3,14.3
2018-05-26 15:00,15.8,22.1,19.6,10.5,14.3
2018-05-26 16:00,15.8,22.0,19.6,10.3,14.3
2018-05-26 17:00,15.8,22.0,19.7,10.5,14.3
2018-05-26 18:00,15.6,22.0,19.7,10.5,14.3
2018-05-26 19:00,15.7,22.0,19.4,10.5,14.2
2018-05-26 20:00,15.6,21.9,19.4,10.5,14.2
2018-05-26 21:00,15.9,21.9,19.6,10.5,14.4
2018-05-26 22:00,15.9,22.0,19.4,10.5,14.4
2018-05-26 23:00,15.8,21.9,19.7,10.5,14.4
2018-05-27 00:00,15.6,22.1,19.6,10.0,14.4
2018-05-27 01:00,15.6,22.1,19.6,10.0,14.4
2018-05-27 02:00,15.6,22.1,19.6,10.2,14.5
2018-05-27 03:00,15.6,21.9,19.6,10.2,14.3
2018-05-27 04:00,15.6,21.9,19.6,10.2,14.3
2018-05-27 05:00,15.6,21.9,19.6,10.2,14.3
2018-05-27 06:00,15.7,21.9,19.7,10.2,14.3
2018-05-27 07:00,15.7,21.9,19.7,10.2,14.3
2018-05-27 08:00,15.4,21.9,19.7,10.2,14.5
2018-05-27 09:00,15.7,21.9,19.7,10.7,14.2
2018-05-27 10:00,15.6,22.0,19.8,10.0,14.1
2018-05-27 11:00,15.6,21.9,19.9,10.4,13.8
2018-05-27 12:00,15.6,21.8,19.8,10.2,14.2
2018-05-27 13:00,15.5,21.8,19.9,10.2,14.0
2018-05-27 14:00,15.3,21.6,19.9,10.2,14.1
2018-05-27 15:00,15.6,21.4,19.9,10.2,14.1
2018-05-27 16:00,15.5,21.6,19.8,10.4,14.3
2018-05-27 17:00,15.5,21.6,19.8,10.6,14.3
2018-05-27 18:00,15.5,21.6,19.8,10.1,14.3
2018-05-27 19:00,15.4,21.6,19.8,10.1,14.0
2018-05-27 20:00,15.5,21.5,20.0,10.3,14.0
2018-05-27 21:00,15.5,21.6,20.0,10.3,14.1
2018-05-27 22:00,15.5,21.6,19.8,10.3,14.1
2018-05-27 23:00,15.5,21.6,20.0,10.3,14.1
2018-05-28 00:00,15.5,21.6,20.0,10.3,14.3
2018-05-28 01:00,15.3,21.6,19.8,10.3,14.1
2018-05-28 02:00,15.3,21.6,20.0,10.3,14.1
2018-05-28 03:00,15.3,21.6,20.0,10.3,14.0
2018-05-28 04:00,15.5,21.5,19.8,10.0,14.0
2018-05-28 05:00,15.7,21.5,19.8,9.8,14.0
2018-05-28 06:00,15.4,21.6,19.8,10.0,14.0
2018-05-28 07:00,15.4,21.6,20.0,10.1,14.0
2018-05-28 08:00,15.5,21.6,19.7,10.1,14.0
2018-05-28 09:00,15.7,21.7,19.9,10.1,13.9
2018-05-28 10:00,15.3,21.5,20.0,10.1,13.6
2018-05-28 11:00,15.5,21.6,20.1,10.1,13.9
2018-05-28 12:00,15.3,21.4,19.9,9.4,13.9
2018-05-28 13:00,15.4,21.3,19.9,10.1,13.9
2018-05-28 14:00,15.4,21.2,19.7,10.1,13.9
2018-05-28 15:00,15.4,21.2,19.7,10.1,14.1
2018-05-28 16:00,15.2,21.2,19.7,10.1,14.1
2018-05-28 17:00,15.3,21.2,19.7,10.1,14.1
2018-05-28 18:00,15.1,21.2,19.6,10.1,14.1
2018-05-28 19:00,15.1,21.2,19.7,10.1,13.7
2018-05-28 20:00,15.4,21.2,19.7,10.1,13.7
2018-05-28 21:00,15.3,21.1,19.7,10.1,13.9
2018-05-28 22:00,15.5,21.3,19.7,10.0,13.9
2018-05-28 23:00,15.1,21.3,19.7,10.0,13.6
2018-05-29 00:00,15.1,21.3,19.8,10.0,13.6
2018-05-29 01:00,15.5,21.1,19.8,10.0,13.6
2018-05-29 02:00,15.3,21.1,19.7,10.0,13.6
2018-05-29 03:00,15.3,21.1,19.5,10.0,13.6
2018-05-29 04:00,15.3,21.2,19.5,10.0,13.9
2018-05-29 05:00,15.3,21.2,19.6,10.0,13.9
2018-05-29 06:00,15.4,21.2,19.6,10.2,13.9
2018-05-29 07:00,15.4,21.2,19.6,10.1,13.9
2018-05-29 08:00,15.3,21.2,19.6,10.0,13.4
2018-05-29 09:00,15.0,21.1,19.6,9.8,13.5
2018-05-29 10:00,15.3,21.1,19.6,10.2,13.5
2018-05-29 11:00,15.1,21.3,19.6,9.9,13.6
2018-05-29 12:00,15.5,21.0,19.6,9.9,13.6
2018-05-29 13:00,15.1,21.1,19.7,9.6,13.3
2018-05-29 14:00,15.1,21.1,19.7,9.9,13.6
2018-05-29 15:00,15.1,20.8,19.5,9.9,13.6
2018-05-29 16:00,15.1,20.9,19.5,9.9,13.6
2018-05-29 17:00,14.9,20.9,19.6,9.9,13.4
2018-05-29 18:00,14.9,20.7,19.6,9.9,13.4
2018-05-29 19:00,14.9,21.0,19.5,9.9,13.4
2018-05-29 20:00,15.1,20.7,19.5,9.9,13.4
2018-05-29 21:00,15.4,20.7,19.6,10.1,13.4
2018-05-29 22:00,15.4,21.0,19.5,9.9,13.4
2018-05-29 23:00,15.3,20.9,19.5,10.1,13.4
2018-05-30 00:00,15.4,20.8,19.4,10.1,13.6
2018-05-30 01:00,15.3,20.9,19.5,10.1,13.4
2018-05-30 02:00,15.3,20.9,19.4,10.1,13.5
2018-05-30 03:00,15.2,20.9,19.4,9.7,13.5
2018-05-30 04:00,15.2,20.9,19.4,9.7,13.5
2018-05-30 05:00,15.1,20.9,19.4,9.7,13.5
2018-05-30 06:00,15.2,20.9,19.4,9.7,13.5
2018-05-30 07:00,15.1,20.9,19.4,9.7,13.5
2018-05-30 08:00,15.3,20.9,19.4,9.7,13.6
2018-05-30 09:00,15.2,20.9,19.4,8.6,13.2
2018-05-30 10:00,15.5,20.9,19.5,9.7,13.6
2018-05-30 11:00,15.1,21.1,19.3,10.0,13.0
2018-05-30 12:00,15.0,20.6,19.5,8.8,13.1
2018-05-30 13:00,15.1,20.7,19.5,10.0,13.9
2018-05-30 14:00,14.9,20.8,19.2,9.9,13.2
2018-05-30 15:00,14.8,20.5,19.3,9.9,13.2
2018-05-30 16:00,14.9,20.5,19.3,9.9,13.3
2018-05-30 17:00,14.9,20.5,19.3,9.7,13.3
2018-05-30 18:00,14.9,20.5,19.3,10.0,13.3
2018-05-30 19:00,15.1,20.5,19.1,10.0,13.3
2018-05-30 20:00,15.1,20.7,19.3,9.7,13.3
2018-05-30 21:00,15.0,20.6,19.1,9.7,13.3
2018-05-30 22:00,15.0,20.6,19.4,9.7,13.3
2018-05-30 23:00,15.2,20.6,19.3,9.7,13.2
2018-05-31 00:00,15.1,20.5,19.3,9.7,13.2
2018-05-31 01:00,15.1,20.7,19.3,9.7,13.2
2018-05-31 02:00,15.0,20.7,19.3,9.7,13.3
2018-05-31 03:00,15.1,20.6,19.3,9.7,13.3
2018-05-31 04:00,15.1,20.6,19.3,9.7,13.3
2018-05-31 05:00,15.1,20.6,19.3,9.7,13.3
2018-05-31 06:00,15.3,20.6,19.3,9.9,13.3
2018-05-31 07:00,15.3,20.6,19.3,9.9,12.9
2018-05-31 08:00,15.4,20.5,19.3,9.9,12.9
2018-05-31 09:00,15.3,20.6,19.3,9.9,13.0
2018-05-31 10:00,15.4,20.6,19.3,9.9,13.3
2018-05-31 11:00,15.9,20.5,19.3,8.8,13.0
2018-05-31 12:00,15.5,20.6,19.1,8.9,13.3
2018-05-31 13:00,15.5,20.5,19.1,9.9,13.0
2018-05-31 14:00,15.3,20.5,19.1,9.9,13.3
2018-05-31 15:00,15.5,20.5,19.1,9.9,13.3
2018-05-31 16:00,19.1,21.2,22.7,9.9,13.4
2018-05-31 17:00,20.6,23.7,23.7,13.7,13.3
2018-05-31 18:00,20.7,23.5,23.1,12.9,13.5
2018-05-31 19:00,25.1,25.0,23.6,12.1,15.0
2018-05-31 20:00,25.0,27.2,25.6,16.3,24.9
2018-05-31 21:00,24.7,26.9,25.3,15.3,25.3
2018-05-31 22:00,24.3,26.8,25.4,14.9,24.7
2018-05-31 23:00,24.0,26.7,25.3,14.7,24.6
2018-06-01 00:00,23.9,26.7,25.3,14.3,24.2
2018-06-01 01:00,23.8,26.6,25.3,13.9,24.0
2018-06-01 02:00,23.5,26.6,25.0,13.6,23.9
2018-06-01 03:00,23.4,26.6,25.0,13.8,23.7
2018-06-01 04:00,23.4,26.0,24.8,13.4,23.6
2018-06-01 05:00,23.6,25.9,24.8,13.4,23.4
2018-06-01 06:00,23.6,25.8,24.8,13.2,23.1
2018-06-01 07:00,23.6,25.8,24.7,13.0,23.0
2018-06-01 08:00,23.5,25.6,24.8,13.0,22.8
2018-06-01 09:00,23.5,25.5,24.8,13.2,22.7
2018-06-01 10:00,23.2,25.5,24.9,12.8,22.5
2018-06-01 11:00,23.0,25.9,24.7,12.0,21.8
2018-06-01 12:00,23.2,24.9,24.4,12.5,22.0
2018-06-01 13:00,22.5,24.6,24.7,12.8,22.6
2018-06-01 14:00,22.3,24.3,24.6,12.8,22.3
2018-06-01 15:00,22.4,24.2,24.3,13.1,22.3
2018-06-01 16:00,22.5,24.2,24.2,13.1,22.4
2018-06-01 17:00,22.4,24.2,24.2,13.1,22.4
2018-06-01 18:00,22.4,23.9,24.0,13.1,22.1
2018-06-01 19:00,22.4,24.2,24.0,13.1,22.1
2018-06-01 20:00,22.4,24.2,23.9,13.1,22.1
2018-06-01 21:00,22.4,24.0,23.9,13.1,22.1
2018-06-01 22:00,22.4,24.0,23.9,12.8,22.0
2018-06-01 23:00,22.4,24.0,23.9,12.8,22.0
2018-06-02 00:00,22.4,24.2,23.9,12.8,22.1
2018-06-02 01:00,22.5,24.0,23.9,12.8,21.5
2018-06-02 02:00,22.5,24.0,23.9,12.8,21.5
2018-06-02 03:00,22.4,24.0,23.9,12.8,21.3
2018-06-02 04:00,22.5,24.0,23.9,12.8,21.3
2018-06-02 05:00,22.4,24.0,23.9,12.8,21.0
2018-06-02 06:00,22.6,24.0,23.8,12.8,20.9
2018-06-02 07:00,22.4,24.0,23.9,12.8,21.1
2018-06-02 08:00,22.5,24.0,23.9,12.8,20.9
2018-06-02 09:00,22.5,23.9,23.9,12.8,20.9
2018-06-02 10:00,22.3,23.8,23.9,13.1,20.6
2018-06-02 11:00,22.4,23.9,23.7,13.0,20.7
2018-06-02 12:00,22.3,23.8,23.7,12.8,20.7
2018-06-02 13:00,22.2,23.7,23.7,12.8,20.6
2018-06-02 14:00,22.1,23.7,23.6,12.8,20.9
2018-06-02 15:00,22.0,23.5,23.7,13.0,20.5
2018-06-02 16:00,22.0,23.5,23.5,12.8,20.4
2018-06-02 17:00,21.9,23.5,23.5,13.1,20.6
2018-06-02 18:00,22.0,23.5,23.5,13.0,20.5
2018-06-02 19:00,21.9,23.6,23.6,13.0,20.5
2018-06-02 20:00,25.9,27.4,25.9,14.6,31.4
2018-06-02 21:00,25.6,26.9,26.0,15.0,31.4
2018-06-02 22:00,25.4,26.6,25.8,15.1,30.0
2018-06-02 23:00,25.2,26.4,25.9,14.9,29.1
2018-06-03 00:00,25.0,26.4,25.7,14.9,28.5
2018-06-03 01:00,25.1,26.3,25.5,14.4,27.6
2018-06-03 02:00,24.8,26.3,25.6,14.6,27.2
2018-06-03 03:00,24.7,26.3,25.5,14.7,27.0
2018-06-03 04:00,24.7,25.8,25.5,14.3,27.0
2018-06-03 05:00,24.5,25.8,25.3,14.4,26.9
2018-06-03 06:00,24.5,25.5,25.3,14.4,26.6
2018-06-03 07:00,24.7,25.6,25.3,14.4,26.7
2018-06-03 08:00,24.5,25.6,25.2,14.1,26.7
2018-06-03 09:00,24.4,25.4,25.4,14.0,26.7
2018-06-03 10:00,24.6,25.4,25.1,13.8,26.3
2018-06-03 11:00,24.1,25.1,25.1,12.9,25.7
2018-06-03 12:00,23.7,24.9,25.0,14.9,26.2
2018-06-03 13:00,23.5,24.4,25.2,14.0,26.2
2018-06-03 14:00,23.0,24.3,24.9,14.0,26.3
2018-06-03 15:00,23.2,24.2,24.7,13.8,26.1
2018-06-03 16:00,23.2,24.1,24.5,13.9,26.1
2018-06-03 17:00,23.2,24.2,24.7,13.9,26.1
2018-06-03 18:00,23.0,24.1,24.5,14.0,25.9
2018-06-03 19:00,23.1,24.1,24.5,13.8,25.9
2018-06-03 20:00,23.2,24.1,24.3,13.8,25.8
2018-06-03 21:00,23.1,24.2,24.5,13.6,25.8
2018-06-03 22:00,23.1,24.2,24.3,13.6,26.0
2018-06-03 23:00,23.3,24.2,24.3,14.0,25.8
2018-06-04 00:00,23.1,24.2,24.3,13.7,25.2
2018-06-04 01:00,23.1,24.1,24.3,13.8,25.3
2018-06-04 02:00,23.2,24.1,24.3,13.7,25.0
2018-06-04 03:00,23.2,24.0,24.3,13.7,25.1
2018-06-04 04:00,23.1,24.1,24.3,13.7,24.7
2018-06-04 05:00,23.0,24.1,24.3,13.5,24.6
2018-06-04 06:00,23.2,24.0,24.3,13.5,24.8
2018-06-04 07:00,23.0,24.0,24.3,13.5,24.5
2018-06-04 08:00,23.2,24.0,24.3,13.6,24.2
2018-06-04 09:00,23.0,23.9,24.2,12.5,24.0
2018-06-04 10:00,22.8,24.0,24.3,12.3,23.8
2018-06-04 11:00,22.7,23.7,24.4,12.8,24.3
2018-06-04 12:00,22.7,23.5,24.2,12.2,23.9
2018-06-04 13:00,22.4,23.2,24.1,13.1,23.8
2018-06-04 14:00,22.2,23.0,24.0,13.2,23.8
2018-06-04 15:00,22.3,23.1,24.0,13.2,23.7
2018-06-04 16:00,22.2,23.0,23.8,13.2,23.7
2018-06-04 17:00,22.3,23.0,23.7,13.4,23.5
2018-06-04 18:00,22.3,23.0,23.7,13.4,23.5
2018-06-04 19:00,22.1,23.0,23.9,13.1,23.3
2018-06-04 20:00,22.3,23.2,23.8,13.1,23.5
2018-06-04 21:00,22.3,23.1,23.7,13.1,23.3
2018-06-04 22:00,22.2,23.0,23.7,13.1,23.3
2018-06-04 23:00,22.3,23.2,23.7,13.1,23.3
2018-06-05 00:00,22.2,23.0,23.7,12.8,23.1
2018-06-05 01:00,22.3,23.2,23.7,12.9,23.2
2018-06-05 02:00,22.1,23.0,23.7,12.9,23.2
2018-06-05 03:00,22.4,23.0,23.6,12.9,22.9
2018-06-05 04:00,22.3,23.2,23.7,13.2,22.9
2018-06-05 05:00,22.4,23.2,23.7,12.8,22.8
2018-06-05 06:00,22.3,23.2,23.7,12.8,22.9
2018-06-05 07:00,22.3,23.1,23.7,12.8,22.8
2018-06-05 08:00,22.3,23.1,23.7,12.8,22.8
2018-06-05 09:00,22.3,23.0,23.7,13.0,22.8
2018-06-05 10:00,22.0,23.0,23.4,12.6,22.5
2018-06-05 11:00,21.8,23.0,23.9,13.0,22.3
2018-06-05 12:00,21.9,22.5,23.5,13.0,21.8
2018-06-05 13:00,21.4,22.5,23.5,12.8,22.3
2018-06-05 14:00,21.5,22.4,23.4,12.8,22.3
2018-06-05 15:00,21.3,22.2,23.0,12.8,22.3
2018-06-05 16:00,21.4,22.2,23.1,12.8,22.4
2018-06-05 17:00,21.4,22.4,23.0,12.8,22.1
2018-06-05 18:00,21.4,22.2,23.0,12.8,22.0
2018-06-05 19:00,21.4,22.2,23.1,12.8,22.0
2018-06-05 20:00,21.3,22.3,23.1,12.7,21.6
2018-06-05 21:00,21.5,22.3,23.0,12.9,21.6
2018-06-05 22:00,21.5,22.2,23.0,12.9,21.5
2018-06-05 23:00,21.1,22.4,23.2,12.9,21.2
2018-06-06 00:00,21.4,22.4,22.9,12.9,21.5
2018-06-06 01:00,21.4,22.4,23.0,12.4,21.3
2018-06-06 02:00,21.3,22.4,23.0,12.5,21.3
2018-06-06 03:00,21.3,22.4,22.9,12.5,21.1
2018-06-06 04:00,21.3,22.5,23.0,12.5,21.1
2018-06-06 05:00,21.3,22.4,22.9,12.8,20.8
2018-06-06 06:00,21.3,22.4,23.0,12.8,20.7
2018-06-06 07:00,21.3,22.4,23.0,12.8,20.5
2018-06-06 08:00,21.3,22.4,23.0,12.9,20.5
2018-06-06 09:00,21.3,22.5,22.9,12.7,20.5
2018-06-06 10:00,21.5,22.2,23.0,12.5,20.1
2018-06-06 11:00,21.3,22.2,23.0,12.7,20.5
2018-06-06 12:00,21.2,22.0,22.9,11.8,19.6
2018-06-06 13:00,21.0,21.7,22.8,12.7,20.2
2018-06-06 14:00,21.0,21.6,22.7,12.8,19.9
2018-06-06 15:00,20.7,21.7,22.4,12.8,20.0
2018-06-06 16:00,20.9,21.5,22.5,12.8,19.8
2018-06-06 17:00,20.8,21.5,22.4,12.3,20.1
2018-06-06 18:00,20.8,21.5,22.4,12.3,19.8
2018-06-06 19:00,20.9,21.7,22.4,12.3,19.6
2018-06-06 20:00,20.8,21.6,22.3,12.3,19.7
2018-06-06 21:00,20.6,21.8,22.3,12.5,19.7
2018-06-06 22:00,20.6,21.5,22.3,12.5,19.7
2018-06-06 23:00,20.7,21.5,22.3,12.4,19.5
2018-06-07 00:00,20.9,21.8,22.2,12.4,19.3
2018-06-07 01:00,20.9,21.8,22.2,12.4,19.3
